,Label,Text
1837,0,Are you wet right now?
5365,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
1437,0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
5055,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
4214,0,I attended but nothing is there.
4109,0,Pls send me your address sir.
110,0,Dont worry. I guess he's busy.
5300,0,I can't make it tonight
3406,0,"Jus chillaxin, what up"
4694,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
2412,0,"Come to me right now, Ahmad"
3859,0,R u still working now?
5153,0,Haven't left yet so probably gonna be here til dinner
5494,0,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
587,0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
4257,0,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
838,0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
3343,0,You will go to walmart. I.ll stay.
2237,0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
1581,0,"I shall book chez jules for half eight, if that's ok with you?"
3245,0,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
2098,0,Are you the cutest girl in the world or what
561,0,Hi msg me:)i'm in office..
944,0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
4247,0,Well welp is sort of a semiobscure internet thing
4708,0,Wif my family booking tour package.
4291,0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
528,0,Yes! How is a pretty lady like you single?
794,0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
3900,0,Ü mean it's confirmed... I tot they juz say oni... Ok then... 
1310,0,"Ok, be careful ! Don't text and drive !"
4970,0,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
3667,0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
3640,0,Wat's da model num of ur phone?
2594,0,Tmr timin still da same wat cos i got lesson until 6...
46,0,Didn't you get hep b immunisation in nigeria.
4652,1,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
1617,0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
4648,0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
813,1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
2877,0,Fuck cedar key and fuck her (come over anyway tho)
590,0,"I'm in a meeting, call me later at"
406,0,"Haha get used to driving to usf man, I know a lot of stoners"
3093,0,"Dear, take care. I am just reaching home.love u a lot."
277,0,Tell rob to mack his gf in the theater
2312,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
320,0,"Coffee cake, i guess..."
4872,0,Well. You know what i mean. Texting
670,0,Did u receive my msg?
3496,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
4736,0,Oh k:)after that placement there ah?
3939,0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
1062,0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
4557,0,Gettin rdy to ship comp
5214,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
5433,0,You're gonna have to be way more specific than that
4567,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
3963,1,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
4621,0,THIS IS A LONG FUCKIN SHOWR
4437,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
3429,0,Hi darlin did youPhone me? Im atHome if youwanna chat.
3056,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
1146,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
752,1,You have an important customer service announcement from PREMIER.
883,0,I love to give massages. I use lots of baby oil... What is your fave position?
5374,0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
2370,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
3579,0,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  
2611,0,"As usual..iam fine, happy &amp; doing well..:)"
1752,0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
5544,0,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
4251,0,How much for an eighth?
1128,0,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
3852,0,We have all rounder:)so not required:)
4937,0,K..k.:)congratulation ..
3750,1,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
4167,0,Well if I'm that desperate I'll just call armand again
3250,0,"Sorry, I can't help you on this."
1325,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
2477,0,i dnt wnt to tlk wid u
754,0,When did you get to the library
2493,0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
475,0,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
1662,0,"You aren't coming home between class, right? I need to work out and shower!"
1023,0,We still on for tonight?
5267,0,Anything lar then ü not going home 4 dinner?
23,0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
34,1,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
2631,0,No way I'm going back there!
3708,0,Aight do you still want to get money
2578,0,Hey whats up? U sleeping all morning?
962,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
5182,0,I sent them. Do you like?
2947,0,make that 3! 4 fucks sake?! x
4675,0,I'm leaving my house now.
1206,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
4522,0,Hi good mornin.. Thanku wish u d same..
2462,0,Anything lar...
901,0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
2531,0,So the sun is anti sleep medicine.
4010,0,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
2286,0,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
1693,0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
2407,0,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
4768,1,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
941,0,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
2647,0,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
1309,0,I jokin oni lar.. Ü busy then i wun disturb ü.
801,1,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
4704,0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
5260,0,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
886,0,Gibbs unsold.mike hussey
4965,1,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
3481,0,What was she looking for?
3774,0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
1278,0,Dont put your phone on silent mode ok
3003,0,"Excellent, I'll see what riley's plans are"
893,0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
3918,0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
2926,0,Are you coming to day for class.
4131,0,And by when you're done I mean now
1064,1,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
224,0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
4442,0,I'm going 2 orchard now laready me reaching soon. U reaching?
415,1,100 dating service cal;l 09064012103 box334sk38ch
1608,0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
1699,1,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
4476,0,We will meet soon princess! Ttyl!
1547,0,Shant disturb u anymore... Jia you...
3841,0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
1382,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
3679,1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
4886,0,Poor girl can't go one day lmao
722,0,S'fine. Anytime. All the best with it.
3236,0,"Yes, princess. Toledo."
3770,0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
5551,0,Wen did you get so spiritual and deep. That's great
4685,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
5385,0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
403,0,The hair cream has not been shipped.
33,0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
3256,0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
3791,0,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
5467,1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
4449,0,I sent them. Do you like?
1589,0,At 4. Let's go to bill millers
1891,0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
1080,0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
5418,0,So how are you really. What are you up to. How's the masters. And so on.
3561,0,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
3881,0,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
142,0,"Sir, Waiting for your mail."
4421,0,Ok i msg u b4 i leave my house.
2598,0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
93,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
892,0,I am great princess! What are you thinking about me? :)
2897,1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
5502,0,Apo all other are mokka players only
2074,1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
3752,0,"Haha... Sounds crazy, dunno can tahan anot..."
2031,0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
3813,0,Yep then is fine 7.30 or 8.30 for ice age.
3803,0,No da. I am happy that we sit together na
757,0,Cant think of anyone with * spare room off * top of my head
1555,0,Yeah we do totes. When u wanna?
2935,0,Yup n her fren lor. I'm meeting my fren at 730.
3413,0,No she didnt. I will search online and let you know.
3993,0,"Dizzamn, aight I'll ask my suitemates when I get back"
3541,0,"I'll get there at 3, unless you guys want me to come some time sooner"
1043,0,Easy ah?sen got selected means its good..
4930,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
52,0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
3168,0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
2959,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
4007,0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
3860,1,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
5356,0,Tell me something. Thats okay.
2751,0,Ok but tell me half an hr b4 u come i need 2 prepare.
2463,0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
730,0,Dunno y u ask me.
9,1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
773,0,"idc get over here, you are not weaseling your way out of this shit twice in a row"
2066,0,Cos daddy arranging time c wat time fetch ü mah...
2268,0,Finish liao... U?
3910,0,Serious? What like proper tongued her
4244,0,Okie...
1230,0,Jus ans me lar. U'll noe later.
2902,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2919,0,Thanks chikku..:-) gud nyt:-*
3651,0,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
1436,0,Dad went out oredi... 
767,0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
945,0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
3230,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
168,0,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
4920,0,Re your call; You didn't see my facebook huh?
5271,0,So u wan 2 come for our dinner tonight a not?
2080,0,I can take you at like noon
5321,0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
2960,0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
5346,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2587,0,If you don't respond imma assume you're still asleep and imma start calling n shit
3016,0, &lt;#&gt;  mins but i had to stop somewhere first.
2585,0,Hi happy birthday. Hi hi hi hi hi hi hi
3008,0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
2056,0,"Sir, I am waiting for your mail."
3737,0,Hows the street where the end of library walk is?
3814,0,Pls i wont belive god.not only jesus.
957,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
5540,1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800
1289,0,Happy new year to u too!
2835,0,U sick still can go shopping?
2593,0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
5095,0,K.k.this month kotees birthday know?
559,0,Hi Princess! Thank you for the pics. You are very pretty. How are you?
434,0,Booked ticket for pongal?
1527,0,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
5137,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
197,0,Did u got that persons story
3897,1,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
4464,0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
1691,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
4827,0,"Haha, just what I was thinkin"
3669,0,Thanks for loving me so. You rock
1123,0,Ok.ok ok..then..whats ur todays plan
2116,0,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
293,0,Oops. 4 got that bit.
1787,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
518,1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
1723,0,Thought praps you meant another one. Goodo! I'll look tomorrow 
1964,0,Yes :)it completely in out of form:)clark also utter waste.
4234,0,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
636,0,Me n him so funny...
5192,0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
3937,0,They r giving a second chance to rahul dengra.
57,0,"Sorry, I'll call later in meeting."
3326,0,Nope... Juz off from work...
4235,0,Now only i reached home. . . I am very tired now. . I will come tomorro
490,0,I think i've fixed it can you send a test message?
152,0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
1290,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
2325,0,Ok lor.
1586,0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
4901,1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
2352,1,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 "
2299,0,Dont pick up d call when something important is There to tell. Hrishi
276,0,Thanx...
887,0,I like to talk pa but am not able to. I dont know y.
646,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
3949,0,I like to think there's always the possibility of being in a pub later.
161,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
2824,0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
4702,0,I liked the new mobile
1966,0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
380,0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
2645,0,My friends use to call the same.
2079,1,85233 FREE>Ringtone!Reply REAL
3521,0,No it will reach by 9 only. She telling she will be there. I dont know
4325,0,I am not having her number sir
4143,0,Infact happy new year. How are you where are you when are we seeing
3756,0,Im on gloucesterroad what are uup to later?
1956,0,"Aight I'll grab something to eat too, text me when you're back at mu"
5040,0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
4379,0,"Doing nothing, then u not having dinner w us?"
4067,0,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
2582,0,Yup i'm elaborating on the safety aspects and some other issues..
3566,0,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
356,0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
1188,0,There's no point hangin on to mr not right if he's not makin u happy
2501,0,Remember to ask alex about his pizza
2271,0,U know we watchin at lido?
4102,1,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
2777,0,Send me your id and password
541,1,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
3263,0,O shore are you takin the bus
2790,0,When you are big..| God will bring success.
2455,0,Left dessert. U wan me 2 go suntec look 4 u?
128,0,Are you there in room.
4783,0,"Call me, i am senthil from hsbc."
3948,0,"Sorry, went to bed early, nightnight"
2047,0,"Aight fuck it, I'll get it later"
2411,0,Ok... Thanx... Gd nite 2 ü too...
1669,0,"Yes..but they said its IT.,"
5076,1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
2266,0,I cant pick the phone right now. Pls send a message
83,0,You will be in the place of that man
3675,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2026,0,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
2934,0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
5487,1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
2541,0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
4589,0,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
81,0,K. Did you call me just now ah? 
5226,0,Prabha..i'm soryda..realy..frm heart i'm sory
2402,1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
4435,0,Sounds great! Im going to sleep now. Have a good night!
3006,0,Ew are you one of them?
3222,1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
3249,0,Also track down any lighters you can find
4318,0,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
27,0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
903,0,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
728,0,"Alright omw, gotta change my order to a half8th"
2225,0,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
4282,0,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
4980,0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
3629,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
3157,0,Long time. You remember me today.
2376,0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
2081,0,Where is it. Is there any opening for mca.
5062,0,"Sorry, I'll call you  later. I am in meeting sir."
1198,0,He also knows about lunch menu only da. . I know
3391,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
4972,0,Hey come online! Use msn... We are all there
2020,0,From tomorrow onwards eve 6 to 3 work.
1165,0,Well. Im computerless. Time to make some oreo truffles
5298,0,I.ll hand her my phone to chat wit u
4170,0,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
900,1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
146,0,Whats the staff name who is taking class for us?
269,0,The evo. I just had to download flash. Jealous?
2964,0,You dont know you jabo me abi.
3468,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
5482,1,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
2469,0,Lol well don't do it without me. We could have a big sale together.
3298,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
2204,0,soon you will have the real thing princess! Do i make you wet? :)
1078,0,"Yep, by the pretty sculpture"
76,0,Thats cool. i am a gentleman and will treat you with dignity and respect.
3264,0,So u gonna get deus ex?
315,0,You made my day. Do have a great day too.
5229,0,It means u could not keep ur words.
784,1,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
35,0,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
5445,0,"And that's fine, I got enough bud to last most of the night at least"
5443,1,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
4518,0,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
2395,0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
3080,0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
1304,0,I cant pick the phone right now. Pls send a message
1788,0,Yes:)sura in sun tv.:)lol.
606,0,TaKe CaRE n gET WeLL sOOn
4740,0,We have pizza if u want
499,0,"Kate jackson rec center before 7ish, right?"
3535,0,Good evening! How are you?
2852,0,Are you going to wipro interview today?
1213,0,"Yo, the game almost over? Want to go to walmart soon"
400,0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
2917,0,What time should I tell my friend to be around?
5347,0,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
811,0,S:)s.nervous  &lt;#&gt; :)
